Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2017-04-05T14:30:00Z,"QQQ",2017-04-05T19:25:00Z,Buy,125.07882167,124.289443682,199,-157.09,2,-160.83,69.19,230.02,0,"	1,2" 
2017-04-18T14:00:00Z,"QQQ",2017-04-18T19:50:00Z,Buy,123.706807548,123.500065694,201,-41.56,2.01,-126.55,0,126.55,0,"	3,4" 
2017-04-20T15:50:00Z,"QQQ",2017-04-20T19:50:00Z,Buy,124.383417252,124.806298317,200,84.58,2,-1.88,95.85,33.83,1,"	5,6" 
2017-04-25T14:10:00Z,"QQQ",2017-04-25T19:50:00Z,Buy,126.723359145,127.071061354,197,68.5,2,-18.51,92.56,27.77,1,"	7,8" 
2017-05-01T14:35:00Z,"QQQ",2017-05-01T19:50:00Z,Buy,128.490062261,129.072698395,194,113.03,2,-7.29,114.85,34.64,1,"	9,10" 
2017-05-02T16:40:00Z,"QQQ",2017-05-02T19:50:00Z,Buy,129.166671965,128.978724825,193,-36.27,2,-43.53,3.63,47.16,0,"	11,12" 
2017-05-15T14:45:00Z,"QQQ",2017-05-15T19:50:00Z,Buy,130.632659657,130.585672872,191,-8.97,2,-52.05,14.36,66.41,0,"	13,14" 
2017-05-25T14:10:00Z,"QQQ",2017-05-25T19:50:00Z,Buy,131.929494923,132.634296698,189,133.21,2,0,163.4,53.28,1,"	15,16" 
2017-05-26T14:05:00Z,"QQQ",2017-05-26T19:50:00Z,Buy,132.681283483,132.606104627,188,-14.13,2,-38.87,14.13,53,0,"	17,18" 
2017-06-02T14:15:00Z,"QQQ",2017-06-02T19:50:00Z,Buy,134.00631082,134.66412581,186,122.35,2,-20.97,153.82,33.21,1,"	19,20" 
2017-06-05T14:45:00Z,"QQQ",2017-06-05T19:50:00Z,Buy,135.021225376,134.795688808,185,-41.72,2,-66.06,0,66.06,0,"	21,22" 
2017-06-09T14:20:00Z,"QQQ",2017-06-09T15:25:00Z,Buy,135.218569873,134.541960169,185,-125.17,2,-125.17,0,125.17,0,"	23,24" 
2017-06-20T14:50:00Z,"QQQ",2017-06-20T15:30:00Z,Buy,132.355275402,131.799319169,189,-105.08,2,-105.08,0,105.08,0,"	25,26" 
2017-06-22T16:50:00Z,"QQQ",2017-06-22T19:50:00Z,Buy,132.882962674,132.637965012,188,-46.06,2,-47.83,35.43,83.26,0,"	27,28" 
2017-07-10T15:00:00Z,"QQQ",2017-07-10T19:50:00Z,Buy,130.367025145,130.79105956,191,80.99,2,-18,109.79,34.2,1,"	29,30" 
2017-07-11T13:55:00Z,"QQQ",2017-07-11T15:20:00Z,Buy,130.630868781,130.659137742,191,5.4,2,-10.8,89.99,84.59,1,"	31,32" 
2017-07-18T14:15:00Z,"QQQ",2017-07-18T19:50:00Z,Buy,134.079682023,134.729868126,186,120.93,2,-45.57,141.97,70.11,1,"	33,34" 
2017-07-19T15:55:00Z,"QQQ",2017-07-19T19:50:00Z,Buy,135.643897865,135.643897865,184,0,2,-5.2,38.14,43.35,0,"	35,36" 
2017-07-21T16:10:00Z,"QQQ",2017-07-21T19:50:00Z,Buy,135.625051891,135.672166826,184,8.67,2,-26.01,27.74,53.75,1,"	37,38" 
2017-07-25T14:00:00Z,"QQQ",2017-07-25T19:50:00Z,Buy,136.115047215,136.030240332,183,-15.52,2,-56.91,44.83,65.53,0,"	39,40" 
2017-08-07T14:10:00Z,"QQQ",2017-08-07T19:50:00Z,Buy,135.756973709,136.124470202,184,67.62,2,-20.81,79.76,26.01,1,"	41,42" 
2017-08-08T14:40:00Z,"QQQ",2017-08-08T19:25:00Z,Buy,136.171585137,136.265815007,183,17.24,2,-6.9,160.37,143.13,1,"	43,44" 
2017-08-16T14:50:00Z,"QQQ",2017-08-16T18:25:00Z,Buy,136.190431111,135.577936956,183,-112.09,2,-112.09,68.98,181.06,0,"	45,46" 
2017-08-23T15:25:00Z,"QQQ",2017-08-23T19:50:00Z,Buy,134.626215269,134.616792282,185,-1.74,2,-76.7,22.66,90.65,0,"	47,48" 
2017-08-30T14:00:00Z,"QQQ",2017-08-30T19:50:00Z,Buy,135.380054229,136.181008124,184,147.38,2,-24.27,208.06,71.09,1,"	49,50" 
2017-08-31T14:20:00Z,"QQQ",2017-08-31T19:50:00Z,Buy,137.189267733,137.660417083,182,85.75,2,-37.73,102.9,49.73,1,"	51,52" 
2017-09-13T14:00:00Z,"QQQ",2017-09-13T19:50:00Z,Buy,137.754646953,137.688686044,182,-12,2,-58.31,15.43,65.17,0,"	53,54" 
2017-09-14T15:05:00Z,"QQQ",2017-09-14T19:50:00Z,Buy,137.660417083,137.132729811,182,-96.04,2,-102.9,32.58,135.48,0,"	55,56" 
2017-09-28T14:30:00Z,"QQQ",2017-09-28T19:50:00Z,Buy,136.36610384,136.158343848,183,-38.02,2,-58.76,19.01,77.77,0,"	57,58" 
2017-10-04T15:30:00Z,"QQQ",2017-10-04T19:50:00Z,Buy,137.914860144,137.858198328,181,-10.26,2,-68.37,41.02,109.4,0,"	59,60" 
2017-10-05T16:25:00Z,"QQQ",2017-10-05T19:50:00Z,Buy,138.91588556,139.24641282,180,59.49,2,-11.9,71.39,34,1,"	61,62" 
2017-10-11T14:15:00Z,"QQQ",2017-10-11T19:50:00Z,Buy,139.491947356,139.71859462,179,40.57,2,-21.98,52.4,37.19,1,"	63,64" 
2017-10-12T14:20:00Z,"QQQ",2017-10-12T19:50:00Z,Buy,139.81303098,139.501390992,179,-55.78,2,-55.78,47.33,103.12,0,"	65,66" 
2017-10-17T15:10:00Z,"QQQ",2017-10-17T19:50:00Z,Buy,140.596852768,140.691289128,178,16.81,2,-28.58,25.21,38.66,1,"	67,68" 
2017-10-30T13:55:00Z,"QQQ",2017-10-30T16:20:00Z,Buy,143.335507208,142.608347236,174,-126.53,2,-126.53,59.15,185.68,0,"	69,70" 
2017-11-06T15:25:00Z,"QQQ",2017-11-06T20:50:00Z,Buy,145.167572592,145.252565316,172,14.62,2,-61.72,19.49,73.09,1,"	71,72" 
2017-11-24T15:35:00Z,"QQQ",2017-11-24T17:50:00Z,Buy,147.349052508,147.537925228,169,31.92,2,-7.98,41.5,14.36,1,"	73,74" 
2017-12-11T16:25:00Z,"QQQ",2017-12-11T20:50:00Z,Buy,146.70688526,147.103517972,170,67.43,2,-8.03,93.11,44.95,1,"	75,76" 
2017-12-12T16:10:00Z,"QQQ",2017-12-12T20:50:00Z,Buy,147.311277964,147.018525248,170,-49.77,2,-89.9,24.08,113.98,0,"	77,78" 
2017-12-14T15:30:00Z,"QQQ",2017-12-14T18:15:00Z,Buy,147.7929034,147.377383416,169,-70.22,2,-70.22,19.15,89.37,0,"	79,80" 
2017-12-18T15:30:00Z,"QQQ",2017-12-18T20:50:00Z,Buy,150.05182896,150.08021919,166,4.71,2,-51.84,31.42,51.84,1,"	81,82" 
2018-01-03T14:55:00Z,"QQQ",2018-01-03T20:50:00Z,Buy,150.77104812,151.44295023,165,110.86,2,0,123.36,65.58,1,"	83,84" 
2018-01-05T15:40:00Z,"QQQ",2018-01-05T20:50:00Z,Buy,152.60694966,153.16529085,164,91.57,2,-6.21,94.67,29.49,1,"	85,86" 
2018-01-08T15:30:00Z,"QQQ",2018-01-08T20:50:00Z,Buy,153.63846135,153.80880273,163,27.77,2,-24.68,38.56,41.65,1,"	87,88" 
2018-01-12T15:10:00Z,"QQQ",2018-01-12T20:50:00Z,Buy,154.83085101,155.68255791,161,137.12,2,-6.09,149.31,59.42,1,"	89,90" 
2018-01-22T14:55:00Z,"QQQ",2018-01-22T20:50:00Z,Buy,157.62255696,158.93797095,159,209.15,2,-3.01,209.15,45.14,1,"	91,92" 
2018-01-23T15:20:00Z,"QQQ",2018-01-23T20:50:00Z,Buy,160.15875084,160.54675065,157,60.92,2,-34.17,62.4,84.69,1,"	93,94" 
2018-01-24T15:15:00Z,"QQQ",2018-01-24T16:15:00Z,Buy,160.9726041,159.88431195,156,-169.77,2,-169.77,19.19,188.97,0,"	95,96" 
2018-02-27T15:25:00Z,"QQQ",2018-02-27T15:45:00Z,Buy,161.51201847,160.87797,155,-98.28,2,-99.74,0,99.74,0,"	97,98" 
2018-03-06T15:00:00Z,"QQQ",2018-03-06T16:00:00Z,Buy,159.79914126,158.94743436,157,-133.72,2,-144.12,31.2,175.32,0,"	99,100" 
2018-03-07T15:35:00Z,"QQQ",2018-03-07T20:50:00Z,Buy,159.25026348,159.87484854,157,98.06,2,-190.18,115.89,231.78,1,"	101,102" 
2018-03-09T15:10:00Z,"QQQ",2018-03-09T18:50:00Z,Buy,162.17445717,163.22489568,154,161.77,2,-7.29,170.51,30.6,1,"	103,104" 
2018-03-12T16:05:00Z,"QQQ",2018-03-12T19:50:00Z,Buy,164.89991925,165.03240699,152,20.14,2,-90.62,30.21,120.83,1,"	105,106" 
2018-04-04T16:05:00Z,"QQQ",2018-04-04T19:50:00Z,Buy,148.939410194,151.42283955,168,417.22,2,-106.69,417.22,269.12,1,"	107,108" 
2018-04-06T13:55:00Z,"QQQ",2018-04-06T15:05:00Z,Buy,152.03895752,150.294869728,166,-289.52,2,-314.69,0,314.69,0,"	109,110" 
2018-04-11T14:25:00Z,"QQQ",2018-04-11T19:25:00Z,Buy,152.65507549,151.925212664,164,-119.7,2,-124.36,144.57,268.93,0,"	111,112" 
2018-04-17T14:05:00Z,"QQQ",2018-04-17T19:50:00Z,Buy,156.11481486,157.640891678,161,245.7,2,-7.63,260.96,54.94,1,"	113,114" 
2018-04-18T15:05:00Z,"QQQ",2018-04-18T19:50:00Z,Buy,157.8209877,157.792551486,159,-4.52,2,-34.66,70.83,75.36,0,"	115,116" 
2018-04-30T13:55:00Z,"QQQ",2018-04-30T15:40:00Z,Buy,154.607695518,153.489204434,162,-181.2,2,-181.2,55.28,236.48,0,"	117,118" 
2018-05-02T14:15:00Z,"QQQ",2018-05-02T15:45:00Z,Buy,154.69300416,153.669300456,162,-165.84,2,-165.84,7.68,173.52,0,"	119,120" 
2018-05-07T15:25:00Z,"QQQ",2018-05-07T19:50:00Z,Buy,158.001083722,157.479753132,158,-82.37,2,-167.74,13.48,181.21,0,"	121,122" 
2018-05-10T14:30:00Z,"QQQ",2018-05-10T19:50:00Z,Buy,160.04849113,160.683566576,156,99.07,2,-16.27,125.69,107.94,1,"	123,124" 
2018-05-11T14:45:00Z,"QQQ",2018-05-11T16:30:00Z,Buy,160.787832694,160.09588482,156,-107.94,2,-116.82,32.53,149.35,0,"	125,126" 
2018-05-29T13:55:00Z,"QQQ",2018-05-29T16:00:00Z,Buy,160.636172886,159.735692776,156,-140.47,2,-155.26,51.75,207.02,0,"	127,128" 
2018-06-04T16:15:00Z,"QQQ",2018-06-04T19:50:00Z,Buy,164.825775082,165.081701008,151,38.64,2,0,58.68,50.1,1,"	129,130" 
2018-06-05T14:00:00Z,"QQQ",2018-06-05T15:10:00Z,Buy,165.773648882,165.299711982,151,-71.56,2,-71.56,30.06,101.62,0,"	131,132" 
2018-07-06T14:00:00Z,"QQQ",2018-07-06T19:50:00Z,Buy,165.205547088,166.459407036,151,189.33,2,-27.25,258.18,68.85,1,"	133,134" 
2018-07-11T14:05:00Z,"QQQ",2018-07-11T19:50:00Z,Buy,167.931742581,167.827254252,149,-15.57,2,-110.4,32.55,142.95,0,"	135,136" 
2018-07-13T14:40:00Z,"QQQ",2018-07-13T19:50:00Z,Buy,170.752927464,170.60094444,146,-22.19,2,-67.96,16.64,84.6,0,"	137,138" 
2018-07-25T15:30:00Z,"QQQ",2018-07-25T19:50:00Z,Buy,171.902299083,173.498120835,145,231.39,2,-5.51,232.77,41.32,1,"	139,140" 
2018-08-08T14:45:00Z,"QQQ",2018-08-08T19:50:00Z,Buy,172.709708898,173.004176007,145,42.7,2,-20.66,68.87,89.53,1,"	141,142" 
2018-08-09T14:25:00Z,"QQQ",2018-08-09T19:50:00Z,Buy,173.241649482,172.719207837,145,-75.75,2,-75.75,30.3,106.06,0,"	143,144" 
2018-08-22T15:05:00Z,"QQQ",2018-08-22T19:50:00Z,Buy,171.902299083,172.082778924,146,26.35,2,-31.9,38.83,63.79,1,"	145,146" 
2018-08-23T13:55:00Z,"QQQ",2018-08-23T15:20:00Z,Buy,172.738205715,171.655326669,145,-157.02,2,-157.02,24.79,181.81,0,"	147,148" 
2018-08-27T14:05:00Z,"QQQ",2018-08-27T19:50:00Z,Buy,174.552503064,174.979955319,143,61.13,2,0,69.28,48.9,1,"	149,150" 
2018-08-29T14:25:00Z,"QQQ",2018-08-29T19:50:00Z,Buy,176.262312084,177.392685825,142,160.51,2,-4.05,168.61,37.77,1,"	151,152" 
2018-08-30T14:20:00Z,"QQQ",2018-08-30T18:20:00Z,Buy,177.402184764,177.278698557,141,-17.41,2,-28.13,97.77,115.18,0,"	153,154" 
2018-09-25T16:05:00Z,"QQQ",2018-09-25T19:50:00Z,Buy,175.2375083,175.25654034,143,2.72,2,-51.71,14.97,55.79,1,"	155,156" 
2018-09-27T14:05:00Z,"QQQ",2018-09-27T19:50:00Z,Buy,177.05506812,176.77910354,141,-38.91,2,-44.28,56.35,100.63,0,"	157,158" 
2018-09-28T14:55:00Z,"QQQ",2018-09-28T19:50:00Z,Buy,176.88377976,176.6649113,142,-31.08,2,-82.43,48.65,131.07,0,"	159,160" 
2018-10-02T14:00:00Z,"QQQ",2018-10-02T19:50:00Z,Buy,177.36909678,176.8552317,141,-72.45,2,-138.2,101.97,240.17,0,"	161,162" 
2018-11-01T15:15:00Z,"QQQ",2018-11-01T19:50:00Z,Buy,162.56216966,163.73264012,154,180.25,2,-11.72,194.91,93.79,1,"	163,164" 
2018-11-08T15:00:00Z,"QQQ",2018-11-08T18:30:00Z,Buy,166.64454224,165.65487616,150,-148.45,2,-148.45,21.41,169.86,0,"	165,166" 
2018-11-16T14:55:00Z,"QQQ",2018-11-16T20:50:00Z,Buy,159.2505947,159.70736366,157,71.71,2,-177.79,131.47,279.38,1,"	167,168" 
2018-11-27T15:10:00Z,"QQQ",2018-11-27T20:50:00Z,Buy,154.9208056,155.4917668,162,92.5,2,-43.16,158.78,201.95,1,"	169,170" 
2019-01-02T15:00:00Z,"QQQ",2019-01-02T20:50:00Z,Buy,145.30506772,147.18508206,173,325.24,2,-66.04,571.24,292.22,1,"	171,172" 
2019-01-07T15:35:00Z,"QQQ",2019-01-07T20:50:00Z,Buy,150.23891246,151.0691726,167,138.65,2,-46.22,221.53,200.81,1,"	173,174" 
2019-01-09T14:55:00Z,"QQQ",2019-01-09T15:45:00Z,Buy,153.35000218,152.37659374,164,-159.64,2,-159.64,0,159.64,0,"	175,176" 
2019-01-10T16:05:00Z,"QQQ",2019-01-10T20:50:00Z,Buy,153.09233524,153.86533606,164,126.77,2,-123.64,140.86,226.94,1,"	177,178" 
2019-01-11T15:10:00Z,"QQQ",2019-01-11T15:30:00Z,Buy,153.24502676,152.56745814,164,-111.12,2,-112.69,3.13,115.82,0,"	179,180" 
2019-01-18T15:50:00Z,"QQQ",2019-01-18T20:50:00Z,Buy,157.54901898,157.35815458,160,-30.54,2,-71.77,134.37,206.13,0,"	181,182" 
2019-01-31T14:55:00Z,"QQQ",2019-01-31T20:50:00Z,Buy,159.67715704,160.24020702,157,88.4,2,-8.99,242.72,208.26,1,"	183,184" 
2019-02-01T15:15:00Z,"QQQ",2019-02-01T19:20:00Z,Buy,160.64102226,159.45766298,157,-185.79,2,-185.79,34.46,220.25,0,"	185,186" 
2019-02-14T15:00:00Z,"QQQ",2019-02-14T20:50:00Z,Buy,162.92185184,163.54216114,154,95.53,2,-48.5,149.9,119.04,1,"	187,188" 
2019-02-19T15:05:00Z,"QQQ",2019-02-19T20:50:00Z,Buy,164.37242128,164.48693992,153,17.52,2,-26.28,80.31,62.78,1,"	189,190" 
2019-02-20T15:30:00Z,"QQQ",2019-02-20T17:25:00Z,Buy,164.99273058,164.3819645,152,-92.84,2,-95.74,23.21,118.95,0,"	191,192" 
2019-02-26T15:05:00Z,"QQQ",2019-02-26T20:50:00Z,Buy,165.85162038,165.88979326,151,5.76,2,-89.34,63.41,103.75,1,"	193,194" 
2019-03-05T16:35:00Z,"QQQ",2019-03-05T20:50:00Z,Buy,166.70096696,167.07315254,151,56.2,2,-30.26,56.2,66.29,1,"	195,196" 
2019-03-12T14:35:00Z,"QQQ",2019-03-12T19:50:00Z,Buy,167.6266593,167.70300506,150,11.45,2,-37.22,64.42,100.2,1,"	197,198" 
2019-03-18T14:00:00Z,"QQQ",2019-03-18T15:35:00Z,Buy,170.886146526,169.997010819,147,-130.7,2,-132.11,28.11,160.22,0,"	199,200" 
2019-03-19T15:50:00Z,"QQQ",2019-03-19T19:25:00Z,Buy,171.689236842,170.981752516,146,-103.29,2,-103.29,55.83,159.13,0,"	201,202" 
2019-03-20T14:50:00Z,"QQQ",2019-03-20T16:00:00Z,Buy,171.306812882,170.637570952,146,-97.71,2,-97.71,5.58,103.29,0,"	203,204" 
2019-03-21T14:10:00Z,"QQQ",2019-03-21T19:50:00Z,Buy,172.654857341,174.57653774,145,278.64,2,-19.41,306.37,69.31,1,"	205,206" 
2019-04-02T14:30:00Z,"QQQ",2019-04-02T19:50:00Z,Buy,174.461810552,174.815552715,144,50.94,2,-77.1,56.45,83.98,1,"	207,208" 
2019-04-03T14:25:00Z,"QQQ",2019-04-03T17:50:00Z,Buy,175.943703397,175.962824595,143,2.73,2,-8.2,120.31,117.58,1,"	209,210" 
2019-04-08T15:20:00Z,"QQQ",2019-04-08T19:50:00Z,Buy,176.383490951,177.024051084,142,90.96,2,-27.15,95.03,55.66,1,"	211,212" 
2019-04-09T14:25:00Z,"QQQ",2019-04-09T19:50:00Z,Buy,176.804157307,176.459975743,142,-48.87,2,-86.89,23.08,109.97,0,"	213,214" 
2019-04-16T14:05:00Z,"QQQ",2019-04-16T19:35:00Z,Buy,178.525065127,177.941868588,141,-82.23,2,-82.23,17.52,99.76,0,"	215,216" 
2019-04-22T14:00:00Z,"QQQ",2019-04-22T19:50:00Z,Buy,178.869246691,179.662776408,140,111.09,2,-6.69,111.09,41.49,1,"	217,218" 
2019-04-23T14:05:00Z,"QQQ",2019-04-23T19:50:00Z,Buy,181.068184461,181.699183995,139,87.71,2,-42.53,150.17,69.1,1,"	219,220" 
2019-04-29T14:50:00Z,"QQQ",2019-04-29T19:50:00Z,Buy,182.693486291,182.6074409,138,-11.87,2,-50.14,26.39,50.14,0,"	221,222" 
2019-05-06T14:00:00Z,"QQQ",2019-05-06T19:50:00Z,Buy,180.293775942,181.670502198,140,192.74,2,-52.2,212.82,133.85,1,"	223,224" 
2019-06-06T15:35:00Z,"QQQ",2019-06-06T19:50:00Z,Buy,169.098314513,169.920526027,149,122.51,2,-81.2,156.7,81.2,1,"	225,226" 
2019-06-07T14:00:00Z,"QQQ",2019-06-07T19:50:00Z,Buy,171.928251817,173.104205494,147,172.87,2,0,262.81,113.84,1,"	227,228" 
2019-06-10T14:10:00Z,"QQQ",2019-06-10T19:50:00Z,Buy,175.561279437,175.121491883,144,-63.33,2,-83.98,165.21,249.19,0,"	229,230" 
2019-06-18T14:40:00Z,"QQQ",2019-06-18T19:50:00Z,Buy,179.270791849,178.314731949,141,-134.8,2,-156.37,21.57,177.94,0,"	231,232" 
2019-06-21T14:05:00Z,"QQQ",2019-06-21T15:55:00Z,Buy,180.446745526,180.475427323,140,4.02,2,-20.08,132.51,128.49,1,"	233,234" 
2019-07-02T14:35:00Z,"QQQ",2019-07-02T16:35:00Z,Buy,181.5735182,180.8548895,139,-99.89,2,-99.89,4,103.88,0,"	235,236" 
2019-07-03T14:20:00Z,"QQQ",2019-07-03T16:50:00Z,Buy,182.799977848,183.259900216,138,63.47,2,-10.58,71.4,43.64,1,"	237,238" 
2019-07-05T16:40:00Z,"QQQ",2019-07-05T19:50:00Z,Buy,182.617925244,183.049102464,138,59.5,2,-18.51,104.46,50.25,1,"	239,240" 
2019-07-11T15:25:00Z,"QQQ",2019-07-11T17:30:00Z,Buy,185.11875312,184.476778148,136,-87.31,2,-87.31,16.94,104.25,0,"	241,242" 
2019-07-24T14:30:00Z,"QQQ",2019-07-24T19:50:00Z,Buy,185.856545252,186.89137058,136,140.74,2,-22.15,149.86,72.97,1,"	243,244" 
2019-09-05T14:05:00Z,"QQQ",2019-09-05T19:50:00Z,Buy,183.53776998,183.691077436,138,21.16,2,-42.31,101.82,144.13,1,"	245,246" 
2019-09-12T14:20:00Z,"QQQ",2019-09-12T19:50:00Z,Buy,186.22065046,185.463694896,136,-102.95,2,-134.22,32.58,166.8,0,"	247,248" 
2019-09-13T13:55:00Z,"QQQ",2019-09-13T19:10:00Z,Buy,185.051681108,184.342634124,136,-96.43,2,-96.43,33.88,130.31,0,"	249,250" 
2019-10-07T14:30:00Z,"QQQ",2019-10-07T19:50:00Z,Buy,181.26774848,180.902908732,139,-50.71,2,-70.73,106.76,177.49,0,"	251,252" 
2019-10-11T14:30:00Z,"QQQ",2019-10-11T19:50:00Z,Buy,184.330482154,183.917637176,137,-56.56,2,-89.44,80.24,138.11,0,"	253,254" 
2019-10-24T15:30:00Z,"QQQ",2019-10-24T19:50:00Z,Buy,186.135478802,186.221888216,135,11.67,2,-71.29,37.59,108.88,1,"	255,256" 
2019-10-25T13:55:00Z,"QQQ",2019-10-25T19:50:00Z,Buy,186.145079848,187.60443884,135,197.01,2,-5.18,233.31,75.18,1,"	257,258" 
2019-11-08T16:05:00Z,"QQQ",2019-11-08T20:50:00Z,Buy,192.769801588,192.894615186,131,16.35,2,-50.31,33.96,55.34,1,"	259,260" 
2019-11-11T16:05:00Z,"QQQ",2019-11-11T20:50:00Z,Buy,192.635386944,192.78900368,131,20.12,2,-13.84,47.79,33.96,1,"	261,262" 
2019-11-18T16:35:00Z,"QQQ",2019-11-18T20:50:00Z,Buy,194.66120765,194.776420202,130,14.98,2,-22.47,77.38,62.41,1,"	263,264" 
2019-11-20T15:35:00Z,"QQQ",2019-11-20T17:55:00Z,Buy,195.179664134,194.555596144,129,-80.5,2,-82.98,16.1,99.08,0,"	265,266" 
2019-11-26T15:50:00Z,"QQQ",2019-11-26T20:50:00Z,Buy,196.408598022,196.600618942,128,24.58,2,-17.21,36.87,54.07,1,"	267,268" 
2019-11-27T15:15:00Z,"QQQ",2019-11-27T20:50:00Z,Buy,197.10947438,197.704739232,128,76.19,2,0,81.11,22.12,1,"	269,270" 
2019-12-13T14:55:00Z,"QQQ",2019-12-13T20:50:00Z,Buy,198.684045924,198.952875212,127,34.14,2,-76.82,109.74,186.56,1,"	271,272" 
2019-12-18T16:20:00Z,"QQQ",2019-12-18T20:50:00Z,Buy,201.621966,201.410742988,125,-26.4,2,-40.8,14.4,55.21,0,"	273,274" 
2019-12-19T16:10:00Z,"QQQ",2019-12-19T20:50:00Z,Buy,201.804385874,202.217230852,125,51.61,2,-8.4,66.01,28.8,1,"	275,276" 
2019-12-26T15:25:00Z,"QQQ",2019-12-26T20:50:00Z,Buy,204.791370264,205.339815486,123,67.46,2,-8.28,81.66,35.5,1,"	277,278" 
2020-01-21T15:05:00Z,"QQQ",2020-01-21T20:50:00Z,Buy,214.90393041,214.721115336,117,-21.39,2,-73.17,46.16,119.33,0,"	279,280" 
2020-01-23T15:30:00Z,"QQQ",2020-01-23T20:50:00Z,Buy,215.519728554,216.087417468,117,66.42,2,-76.55,73.17,100.19,1,"	281,282" 
2020-02-04T15:30:00Z,"QQQ",2020-02-04T20:50:00Z,Buy,217.395988524,219.118298958,116,199.79,2,-12.28,210.95,53.57,1,"	283,284" 
2020-02-06T15:00:00Z,"QQQ",2020-02-06T20:50:00Z,Buy,220.551954012,221.090777388,115,61.96,2,-55.33,101.8,66.39,1,"	285,286" 
2020-02-07T15:45:00Z,"QQQ",2020-02-07T20:50:00Z,Buy,221.042668158,220.503844782,115,-61.96,2,-128.36,77.46,205.81,0,"	287,288" 
2020-02-11T15:15:00Z,"QQQ",2020-02-11T19:05:00Z,Buy,224.689347792,223.496238888,113,-134.82,2,-134.82,54.36,189.18,0,"	289,290" 
2020-02-12T16:40:00Z,"QQQ",2020-02-12T20:50:00Z,Buy,225.170440092,225.237793014,112,7.54,2,-35.56,24.79,58.19,1,"	291,292" 
2020-02-13T14:55:00Z,"QQQ",2020-02-13T20:50:00Z,Buy,224.76632256,225.10308717,112,37.72,2,-84.06,136.86,123.93,1,"	293,294" 
2020-03-05T16:05:00Z,"QQQ",2020-03-05T17:45:00Z,Buy,206.609899158,203.867673048,122,-334.55,2,-334.55,178.43,512.98,0,"	295,296" 
2020-03-18T13:55:00Z,"QQQ",2020-03-18T17:30:00Z,Buy,170.16234651,163.677222306,148,-959.8,2,-959.8,247.78,1207.58,0,"	297,298" 
2020-03-31T14:10:00Z,"QQQ",2020-03-31T16:25:00Z,Buy,185.58134218,185.764570485,135,24.74,2,0,360.62,335.89,1,"	299,300" 
2020-04-14T13:55:00Z,"QQQ",2020-04-14T19:50:00Z,Buy,201.70543302,204.67566028,124,368.31,2,-74.14,369.5,185.35,1,"	301,302" 
2020-04-15T14:55:00Z,"QQQ",2020-04-15T19:50:00Z,Buy,201.715076615,202.30333591,124,72.94,2,-139.91,232.58,220.63,1,"	303,304" 
2020-04-20T14:30:00Z,"QQQ",2020-04-20T19:20:00Z,Buy,206.85511275,205.4085735,121,-175.03,2,-187.87,149.36,337.23,0,"	305,306" 
2020-04-27T14:00:00Z,"QQQ",2020-04-27T15:00:00Z,Buy,208.658465015,207.51087721,120,-137.71,2,-137.71,15.04,152.75,0,"	307,308" 
2020-05-08T14:20:00Z,"QQQ",2020-05-08T19:50:00Z,Buy,215.99724081,216.65300527,116,76.07,2,-55.93,107.39,163.32,1,"	309,310" 
2020-05-11T14:05:00Z,"QQQ",2020-05-11T19:50:00Z,Buy,217.395562085,219.02532964,115,187.42,2,-46.58,272.82,85.39,1,"	311,312" 
2020-05-18T14:35:00Z,"QQQ",2020-05-18T19:50:00Z,Buy,219.015686045,220.20184823,114,135.22,2,-14.29,149.51,128.63,1,"	313,314" 
2020-05-28T14:15:00Z,"QQQ",2020-05-28T19:50:00Z,Buy,222.86348045,221.523020745,113,-151.47,2,-151.47,256.09,407.56,0,"	315,316" 
2020-06-09T14:25:00Z,"QQQ",2020-06-09T19:50:00Z,Buy,233.307493835,234.754033085,107,154.78,2,-25.8,230.11,107.31,1,"	317,318" 
2020-06-17T16:35:00Z,"QQQ",2020-06-17T19:25:00Z,Buy,236.17164155,234.95654858,106,-128.8,2,-129.82,58.27,188.09,0,"	319,320" 
2020-06-18T15:00:00Z,"QQQ",2020-06-18T19:05:00Z,Buy,235.51587709,234.18506098,106,-141.07,2,-141.07,25.56,166.62,0,"	321,322" 
2020-06-23T14:20:00Z,"QQQ",2020-06-23T19:30:00Z,Buy,240.562683152,240.630305784,104,7.03,2,-19.09,206.96,199.93,1,"	323,324" 
2020-07-01T14:30:00Z,"QQQ",2020-07-01T19:50:00Z,Buy,240.59166428,242.900494144,104,240.12,2,-25.12,240.12,92.43,1,"	325,326" 
2020-07-06T14:00:00Z,"QQQ",2020-07-06T15:45:00Z,Buy,247.894908536,250.05883276,101,218.56,2,-12.68,221.48,64.3,1,"	327,328" 
2020-07-07T14:15:00Z,"QQQ",2020-07-07T19:10:00Z,Buy,250.937926976,248.793323504,100,-214.46,2,-214.46,105.3,319.76,0,"	329,330" 
2020-07-30T16:05:00Z,"QQQ",2020-07-30T19:50:00Z,Buy,251.401625024,252.03920984,100,63.76,2,-40.57,137.18,94.67,1,"	331,332" 
2020-08-03T16:00:00Z,"QQQ",2020-08-03T19:50:00Z,Buy,260.49203884,260.665925608,96,16.69,2,-69.55,44.52,114.07,1,"	333,334" 
